,UNIT_SETTLER,UNIT_BUILDER,UNIT_TRADER,UNIT_MISSIONARY,UNIT_APOSTLE,UNIT_INQUISITOR,UNIT_GURU,UNIT_WARRIOR_MONK,UNIT_ARCHAEOLOGIST,UNIT_GREAT_GENERAL,UNIT_GREAT_ADMIRAL,UNIT_GREAT_ENGINEER,UNIT_GREAT_MERCHANT,UNIT_GREAT_PROPHET,UNIT_GREAT_SCIENTIST,UNIT_GREAT_WRITER,UNIT_GREAT_ARTIST,UNIT_GREAT_MUSICIAN,UNIT_SPY,UNIT_NATURALIST,UNIT_SCOUT,UNIT_WARRIOR,UNIT_SLINGER,UNIT_BARBARIAN_HORSEMAN,UNIT_BARBARIAN_HORSE_ARCHER,UNIT_SUMERIAN_WAR_CART,UNIT_GALLEY,UNIT_NORWEGIAN_LONGSHIP,UNIT_ARCHER,UNIT_SPEARMAN,UNIT_HEAVY_CHARIOT,UNIT_BATTERING_RAM,UNIT_GREEK_HOPLITE,UNIT_SWORDSMAN,UNIT_HORSEMAN,UNIT_SCYTHIAN_HORSE_ARCHER,UNIT_ROMAN_LEGION,UNIT_KONGO_SHIELD_BEARER,UNIT_CATAPULT,UNIT_SIEGE_TOWER,UNIT_QUADRIREME,UNIT_EGYPTIAN_CHARIOT_ARCHER,UNIT_JAPANESE_SAMURAI,UNIT_NORWEGIAN_BERSERKER,UNIT_KNIGHT,UNIT_INDIAN_VARU,UNIT_ARABIAN_MAMLUK,UNIT_CROSSBOWMAN,UNIT_CHINESE_CROUCHING_TIGER,UNIT_MILITARY_ENGINEER,UNIT_PIKEMAN,UNIT_MUSKETMAN,UNIT_SPANISH_CONQUISTADOR,UNIT_CARAVEL,UNIT_BOMBARD,UNIT_FRIGATE,UNIT_PRIVATEER,UNIT_ENGLISH_SEADOG,UNIT_FIELD_CANNON,UNIT_CAVALRY,UNIT_RUSSIAN_COSSACK,UNIT_ENGLISH_REDCOAT,UNIT_FRENCH_GARDE_IMPERIALE,UNIT_MEDIC,UNIT_IRONCLAD,UNIT_RANGER,UNIT_OBSERVATION_BALLOON,UNIT_BIPLANE,UNIT_INFANTRY,UNIT_ARTILLERY,UNIT_BATTLESHIP,UNIT_BRAZILIAN_MINAS_GERAES,UNIT_SUBMARINE,UNIT_GERMAN_UBOAT,UNIT_AT_CREW,UNIT_TANK,UNIT_FIGHTER,UNIT_AMERICAN_P51,UNIT_BOMBER,UNIT_ANTIAIR_GUN,UNIT_MACHINE_GUN,UNIT_AIRCRAFT_CARRIER,UNIT_DESTROYER,UNIT_HELICOPTER,UNIT_NUCLEAR_SUBMARINE,UNIT_MECHANIZED_INFANTRY,UNIT_ROCKET_ARTILLERY,UNIT_MOBILE_SAM,UNIT_JET_FIGHTER,UNIT_JET_BOMBER,UNIT_MISSILE_CRUISER,UNIT_MODERN_AT,UNIT_MODERN_ARMOR,UNIT_MAN_AT_ARMS,UNIT_LINE_INFANTRY,UNIT_TREBUCHET,UNIT_AZTEC_EAGLE_WARRIOR,UNIT_INDONESIAN_JONG,UNIT_KHMER_DOMREY,UNIT_POLISH_HUSSAR,UNIT_NUBIAN_PITATI,UNIT_MACEDONIAN_HYPASPIST,UNIT_MACEDONIAN_HETAIROI,UNIT_PERSIAN_IMMORTAL,UNIT_DIGGER,UNIT_ZULU_IMPI,UNIT_KOREAN_HWACHA,UNIT_SCOTTISH_HIGHLANDER,UNIT_DE_ZEVEN_PROVINCIEN,UNIT_MONGOLIAN_KESHIG,UNIT_GEORGIAN_KHEVSURETI,UNIT_MAPUCHE_MALON_RAIDER,UNIT_CREE_OKIHTCITAW,UNIT_SPEC_OPS,UNIT_DRONE,UNIT_PIKE_AND_SHOT,UNIT_SUPPLY_CONVOY,UNIT_SKIRMISHER,UNIT_COURSER,UNIT_CUIRASSIER,UNIT_GIANT_DEATH_ROBOT,UNIT_ROCK_BAND,UNIT_CANADA_MOUNTIE,UNIT_HUNGARY_BLACK_ARMY,UNIT_HUNGARY_HUSZAR,UNIT_INCA_WARAKAQ,UNIT_MALI_MANDEKALU_CAVALRY,UNIT_MAORI_TOA,UNIT_OTTOMAN_BARBARY_CORSAIR,UNIT_PHOENICIA_BIREME,UNIT_SULEIMAN_JANISSARY,UNIT_SWEDEN_CAROLEAN,UNIT_AMERICAN_ROUGH_RIDER,UNIT_MAYAN_HULCHE,UNIT_LAHORE_NIHANG,UNIT_COMANDANTE_GENERAL,UNIT_COLOMBIAN_LLANERO,UNIT_BYZANTINE_DROMON,UNIT_BYZANTINE_TAGMA,UNIT_GAUL_GAESATAE,UNIT_VIETNAMESE_VOI_CHIEN,UNIT_ETHIOPIAN_OROMO_CAVALRY,UNIT_BABYLONIAN_SABUM_KIBITTUM,UNIT_PORTUGUESE_NAU
UNIT_MAPUCHE_MALON_RAIDER, 100.00, 100.00, 100.00, 100.00, 100.00, 100.00, 100.00, 3.17, 100.00, 100.00, 100.00, 100.00, 100.00, 100.00, 100.00, 100.00, 100.00, 100.00, 100.00, 100.00, 20.00, 12.50, 10.00, 12.50, 9.09, 7.27, 7.27, 4.73, 6.66, 7.09, 8.65, 100.00, 5.79, 4.73, 4.50, 5.88, 3.17, 3.88, 6.08, 100.00, 5.88, 4.23, 1.69, 1.73, 1.44, 3.17, 1.44, 2.86, 2.22, 100.00, 1.48, 1.00, 0.79, 1.00, 1.26, 0.88, 1.28, 1.14, 0.59, 0.59, 0.39, 0.31, 0.31, 100.00, 0.31, 0.79, 100.00, 0.07, 0.21, 0.32, 0.28, 0.13, 0.18, 0.18, 0.14, 0.09, 0.02, 0.02, 0.04, 82.58, 0.11, 0.45, 0.09, 0.09, 0.06, 0.09, 0.12, 82.58, 0.01, 0.03, 0.08, 0.07, 0.06, 2.20, 0.45, 2.75, 8.65, 0.88, 1.80, 0.48, 5.55, 3.88, 4.50, 4.73, 0.16, 1.48, 0.79, 0.52, 0.59, 1.94, 1.69, 1.00, 12.50, 0.31, 100.00, 0.67, 100.00, 5.26, 2.05, 0.48, 0.02, 100.00, 0.59, 1.59, 0.45, 4.00, 1.00, 3.88, 1.28, 4.73, 0.69, 0.33, 0.39, 6.25, 10.85, 100.00, 0.59, 5.26, 1.44, 9.48, 2.13, 1.69, 8.42, 1.00
UNIT_CREE_OKIHTCITAW, 100.00, 100.00, 100.00, 100.00, 100.00, 100.00, 100.00, 0.21, 100.00, 100.00, 100.00, 100.00, 100.00, 100.00, 100.00, 100.00, 100.00, 100.00, 100.00, 100.00, 2.20, 1.00, 1.28, 1.00, 0.98, 0.45, 0.45, 0.31, 0.59, 0.69, 0.54, 100.00, 0.54, 0.31, 0.28, 0.45, 0.21, 0.24, 0.39, 100.00, 0.45, 0.28, 0.11, 0.13, 0.09, 0.21, 0.09, 0.18, 0.14, 100.00, 0.14, 0.08, 0.07, 0.08, 0.07, 0.06, 0.08, 0.08, 0.04, 0.06, 0.05, 0.04, 0.04, 100.00, 0.04, 0.06, 100.00, 0.01, 0.03, 0.03, 0.03, 0.02, 0.02, 0.02, 0.03, 0.02, 0.00, 0.00, 0.01, 82.58, 0.02, 0.05, 0.02, 0.02, 0.01, 0.02, 0.02, 82.58, 0.00, 0.01, 0.01, 0.02, 0.02, 0.14, 0.05, 0.18, 0.54, 0.06, 0.12, 0.05, 0.48, 0.24, 0.28, 0.31, 0.03, 0.14, 0.06, 0.04, 0.04, 0.13, 0.11, 0.08, 1.00, 0.03, 100.00, 0.08, 100.00, 0.40, 0.13, 0.05, 0.01, 100.00, 0.06, 0.11, 0.05, 0.31, 0.08, 0.24, 0.08, 0.31, 0.06, 0.05, 0.05, 0.54, 0.69, 100.00, 0.06, 0.59, 0.09, 1.00, 0.14, 0.11, 1.26, 0.08
UNIT_SPEC_OPS, 100.00, 100.00, 100.00, 100.00, 100.00, 100.00, 100.00, 10.45, 100.00, 100.00, 100.00, 100.00, 100.00, 100.00, 100.00, 100.00, 100.00, 100.00, 100.00, 100.00, 50.00, 35.33, 21.00, 33.33, 20.00, 22.04, 17.55, 11.87, 13.50, 27.00, 24.22, 100.00, 24.22, 17.94, 14.22, 12.50, 11.91, 13.65, 17.66, 100.00, 11.27, 10.09, 6.65, 5.41, 4.90, 11.91, 4.90, 8.14, 6.00, 100.00, 8.27, 4.00, 3.25, 2.36, 5.75, 1.36, 2.05, 1.64, 2.34, 1.94, 1.31, 1.25, 1.47, 100.00, 0.75, 2.20, 100.00, 0.27, 1.05, 1.41, 0.36, 0.17, 0.28, 0.28, 1.05, 0.31, 0.07, 0.07, 0.10, 131.92, 0.56, 1.11, 0.22, 0.29, 0.11, 0.31, 0.27, 130.61, 0.04, 0.07, 0.09, 0.31, 0.17, 8.27, 2.08, 11.79, 24.22, 1.36, 8.80, 1.63, 11.11, 13.65, 14.22, 17.94, 0.80, 8.27, 2.86, 1.50, 0.93, 5.72, 6.65, 3.20, 33.33, 1.00, 100.00, 4.00, 100.00, 11.11, 6.78, 1.63, 0.04, 100.00, 1.94, 5.12, 1.53, 7.14, 3.20, 13.65, 2.05, 11.87, 2.86, 1.63, 1.31, 11.11, 27.00, 100.00, 1.94, 9.09, 4.90, 24.03, 6.95, 5.59, 33.33, 2.36
UNIT_DRONE, 1.00, 1.00, 1.00, 1.00, 1.00, 1.00, 1.00, 1.00, 1.00, 1.00, 1.00, 1.00, 1.00, 1.00, 1.00, 1.00, 1.00, 1.00, 1.00, 1.00, 1.00, 1.00, 1.00, 1.00, 1.00, 1.00, 1.00, 1.00, 1.00, 1.00, 1.00, 1.00, 1.00, 1.00, 1.00, 1.00, 1.00, 1.00, 1.00, 1.00, 1.00, 1.00, 1.00, 1.00, 1.00, 1.00, 1.00, 1.00, 1.00, 1.00, 1.00, 1.00, 1.00, 1.00, 1.00, 1.00, 1.00, 1.00, 1.00, 1.00, 1.00, 1.00, 1.00, 1.00, 1.00, 1.00, 1.00, 1.00, 1.00, 1.00, 1.00, 1.00, 1.00, 1.00, 1.00, 1.00, 1.00, 1.00, 1.00, 1.00, 1.00, 1.00, 1.00, 1.00, 1.00, 1.00, 1.00, 1.00, 1.00, 1.00, 1.00, 1.00, 1.00, 1.00, 1.00, 1.00, 1.00, 1.00, 1.00, 1.00, 1.00, 1.00, 1.00, 1.00, 1.00, 1.00, 1.00, 1.00, 1.00, 1.00, 1.00, 1.00, 1.00, 1.00, 1.00, 0.01, 1.00, 0.01, 0.01, 0.01, 0.01, 1.00, 0.01, 0.01, 0.01, 0.01, 0.01, 0.01, 0.01, 0.01, 0.01, 0.01, 0.01, 0.01, 0.01, 1.00, 0.01, 0.01, 0.01, 0.01, 0.01, 0.01, 0.01, 0.01
UNIT_PIKE_AND_SHOT, 100.00, 100.00, 100.00, 100.00, 100.00, 100.00, 100.00, 3.17, 100.00, 100.00, 100.00, 100.00, 100.00, 100.00, 100.00, 100.00, 100.00, 100.00, 100.00, 100.00, 20.00, 11.66, 10.00, 15.38, 11.11, 7.27, 7.27, 4.73, 3.33, 10.85, 10.98, 100.00, 8.65, 3.87, 6.50, 7.14, 2.64, 3.12, 3.08, 100.00, 5.88, 2.50, 1.39, 1.43, 2.14, 4.79, 2.14, 1.59, 2.22, 100.00, 2.20, 0.83, 0.65, 1.00, 0.87, 0.61, 0.83, 0.74, 0.43, 0.86, 0.59, 0.25, 0.26, 100.00, 0.31, 0.79, 100.00, 0.06, 0.17, 0.26, 0.22, 0.11, 0.15, 0.15, 0.21, 0.14, 0.02, 0.02, 0.03, 82.58, 0.09, 0.45, 0.09, 0.13, 0.05, 0.08, 0.10, 82.58, 0.01, 0.02, 0.07, 0.09, 0.07, 1.77, 0.38, 1.66, 6.83, 0.61, 1.17, 0.72, 2.78, 3.12, 6.50, 1.76, 0.14, 2.20, 0.54, 0.52, 0.43, 1.70, 1.39, 1.48, 12.50, 0.25, 100.00, 1.00, 100.00, 5.26, 3.03, 0.72, 0.02, 100.00, 0.86, 2.35, 0.67, 4.00, 1.48, 3.12, 0.83, 4.73, 0.56, 0.48, 0.59, 3.13, 8.89, 100.00, 0.86, 2.63, 2.14, 7.55, 1.28, 2.56, 13.33, 1.00
UNIT_SUPPLY_CONVOY, 1.00, 1.00, 1.00, 1.00, 1.00, 1.00, 1.00, 1.00, 1.00, 1.00, 1.00, 1.00, 1.00, 1.00, 1.00, 1.00, 1.00, 1.00, 1.00, 1.00, 1.00, 1.00, 1.00, 1.00, 1.00, 1.00, 1.00, 1.00, 1.00, 1.00, 1.00, 1.00, 1.00, 1.00, 1.00, 1.00, 1.00, 1.00, 1.00, 1.00, 1.00, 1.00, 1.00, 1.00, 1.00, 1.00, 1.00, 1.00, 1.00, 1.00, 1.00, 1.00, 1.00, 1.00, 1.00, 1.00, 1.00, 1.00, 1.00, 1.00, 1.00, 1.00, 1.00, 1.00, 1.00, 1.00, 1.00, 1.00, 1.00, 1.00, 1.00, 1.00, 1.00, 1.00, 1.00, 1.00, 1.00, 1.00, 1.00, 1.00, 1.00, 1.00, 1.00, 1.00, 1.00, 1.00, 1.00, 1.00, 1.00, 1.00, 1.00, 1.00, 1.00, 1.00, 1.00, 1.00, 1.00, 1.00, 1.00, 1.00, 1.00, 1.00, 1.00, 1.00, 1.00, 1.00, 1.00, 1.00, 1.00, 1.00, 1.00, 1.00, 1.00, 1.00, 1.00, 1.00, 1.00, 0.01, 0.01, 0.01, 0.01, 1.00, 0.01, 0.01, 0.01, 0.01, 0.01, 0.01, 0.01, 0.01, 0.01, 0.01, 0.01, 0.01, 0.01, 1.00, 0.01, 0.01, 0.01, 0.01, 0.01, 0.01, 0.01, 0.01
UNIT_SKIRMISHER, 100.00, 100.00, 100.00, 100.00, 100.00, 100.00, 100.00, 0.51, 100.00, 100.00, 100.00, 100.00, 100.00, 100.00, 100.00, 100.00, 100.00, 100.00, 100.00, 100.00, 5.52, 2.47, 3.20, 2.47, 2.64, 1.13, 0.79, 0.55, 1.50, 1.70, 1.32, 100.00, 1.32, 0.78, 0.71, 1.22, 0.51, 0.61, 1.29, 100.00, 0.64, 0.66, 0.28, 0.29, 0.23, 0.51, 0.23, 0.45, 0.30, 100.00, 0.35, 0.19, 0.17, 0.14, 0.28, 0.09, 0.10, 0.10, 0.14, 0.15, 0.12, 0.12, 0.10, 100.00, 0.07, 0.17, 100.00, 0.04, 0.08, 0.09, 0.05, 0.03, 0.04, 0.04, 0.08, 0.05, 0.02, 0.02, 0.03, 130.61, 0.06, 0.09, 0.04, 0.05, 0.02, 0.05, 0.05, 130.61, 0.01, 0.02, 0.03, 0.05, 0.04, 0.35, 0.13, 0.61, 1.32, 0.09, 0.40, 0.13, 1.13, 0.61, 0.71, 0.78, 0.09, 0.35, 0.17, 0.14, 0.07, 0.31, 0.28, 0.19, 2.47, 0.09, 100.00, 0.19, 100.00, 1.00, 0.32, 0.13, 0.02, 100.00, 0.15, 0.26, 0.13, 0.66, 0.19, 0.61, 0.10, 0.55, 0.15, 0.13, 0.12, 1.32, 1.70, 100.00, 0.15, 0.63, 0.23, 2.47, 0.38, 0.28, 3.12, 0.14
UNIT_COURSER, 100.00, 100.00, 100.00, 100.00, 100.00, 100.00, 100.00, 1.59, 100.00, 100.00, 100.00, 100.00, 100.00, 100.00, 100.00, 100.00, 100.00, 100.00, 100.00, 100.00, 14.28, 7.55, 6.66, 7.55, 6.25, 3.51, 3.51, 2.30, 4.54, 3.46, 4.08, 100.00, 2.76, 2.30, 2.20, 3.46, 1.59, 1.86, 2.96, 100.00, 3.46, 2.06, 0.88, 0.86, 0.74, 1.59, 0.74, 1.40, 1.09, 100.00, 0.72, 0.48, 0.39, 0.48, 0.61, 0.43, 0.64, 0.57, 0.30, 0.28, 0.19, 0.16, 0.15, 100.00, 0.15, 0.38, 100.00, 0.04, 0.11, 0.15, 0.13, 0.07, 0.09, 0.09, 0.09, 0.07, 0.02, 0.02, 0.03, 82.58, 0.07, 0.22, 0.07, 0.06, 0.04, 0.07, 0.07, 82.58, 0.01, 0.02, 0.05, 0.05, 0.04, 1.07, 0.22, 1.31, 4.08, 0.43, 0.90, 0.24, 3.58, 1.86, 2.20, 2.30, 0.09, 0.72, 0.38, 0.26, 0.30, 0.94, 0.88, 0.48, 7.55, 0.14, 100.00, 0.33, 100.00, 3.07, 1.00, 0.24, 0.01, 100.00, 0.28, 0.79, 0.22, 2.37, 0.48, 1.86, 0.64, 2.30, 0.32, 0.16, 0.19, 4.16, 5.23, 100.00, 0.28, 3.70, 0.74, 5.15, 1.04, 0.88, 4.87, 0.48
UNIT_CUIRASSIER, 100.00, 100.00, 100.00, 100.00, 100.00, 100.00, 100.00, 6.42, 100.00, 100.00, 100.00, 100.00, 100.00, 100.00, 100.00, 100.00, 100.00, 100.00, 100.00, 100.00, 25.00, 20.00, 14.29, 20.00, 12.50, 12.50, 12.50, 9.34, 9.09, 11.40, 14.28, 100.00, 10.23, 9.34, 9.01, 8.33, 6.42, 7.55, 8.33, 100.00, 8.33, 5.88, 3.51, 3.46, 3.05, 6.42, 3.05, 5.00, 4.00, 100.00, 3.03, 2.05, 1.59, 2.05, 2.52, 1.80, 2.66, 2.33, 1.21, 1.14, 0.79, 0.62, 0.63, 100.00, 0.63, 1.57, 100.00, 0.13, 0.43, 0.63, 0.55, 0.25, 0.38, 0.38, 0.29, 0.19, 0.03, 0.03, 0.05, 82.58, 0.22, 0.93, 0.19, 0.18, 0.13, 0.19, 0.23, 82.58, 0.02, 0.04, 0.15, 0.13, 0.09, 4.50, 0.93, 5.47, 14.28, 1.80, 3.67, 1.00, 7.69, 7.55, 9.01, 9.34, 0.33, 3.03, 1.57, 1.08, 1.21, 3.88, 3.51, 2.05, 20.00, 0.61, 100.00, 1.38, 100.00, 7.69, 4.08, 1.00, 0.02, 100.00, 1.14, 3.17, 0.93, 5.88, 2.05, 7.55, 2.66, 9.34, 1.35, 0.67, 0.79, 9.09, 14.28, 100.00, 1.14, 7.14, 3.05, 15.38, 4.23, 3.51, 14.17, 2.05
UNIT_GIANT_DEATH_ROBOT, 100.00, 100.00, 100.00, 100.00, 100.00, 100.00, 100.00, 102.00, 100.00, 100.00, 100.00, 100.00, 100.00, 100.00, 100.00, 100.00, 100.00, 100.00, 100.00, 100.00, 102.00, 102.00, 51.00, 102.00, 51.00, 102.00, 102.00, 102.00, 51.00, 102.00, 102.00, 100.00, 102.00, 102.00, 100.00, 50.00, 102.00, 102.00, 51.00, 100.00, 51.00, 51.00, 102.00, 68.66, 100.00, 102.00, 100.00, 51.00, 51.00, 100.00, 102.00, 52.00, 52.00, 50.00, 51.00, 33.33, 50.00, 33.33, 34.33, 50.00, 33.33, 35.33, 35.33, 100.00, 33.33, 34.33, 100.00, 14.68, 35.33, 26.00, 20.00, 14.29, 21.00, 21.00, 35.33, 20.00, 6.43, 6.03, 7.48, 84.23, 13.50, 52.00, 20.00, 20.00, 11.11, 22.00, 13.50, 84.23, 5.22, 6.33, 11.11, 22.00, 12.50, 102.00, 52.00, 51.00, 102.00, 33.33, 51.00, 50.00, 51.00, 102.00, 100.00, 102.00, 27.00, 102.00, 34.33, 34.33, 33.33, 50.00, 102.00, 50.00, 102.00, 26.00, 100.00, 52.00, 100.00, 51.00, 100.00, 50.00, 1.00, 100.00, 50.00, 100.00, 50.00, 51.00, 50.00, 102.00, 50.00, 100.00, 52.00, 52.00, 33.33, 51.00, 102.00, 100.00, 50.00, 51.00, 100.00, 102.00, 51.00, 100.00, 102.00, 50.00
UNIT_ROCK_BAND, 1.00, 1.00, 1.00, 1.00, 1.00, 1.00, 1.00, 1.00, 1.00, 1.00, 1.00, 1.00, 1.00, 1.00, 1.00, 1.00, 1.00, 1.00, 1.00, 1.00, 1.00, 1.00, 1.00, 1.00, 1.00, 1.00, 1.00, 1.00, 1.00, 1.00, 1.00, 1.00, 1.00, 1.00, 1.00, 1.00, 1.00, 1.00, 1.00, 1.00, 1.00, 1.00, 1.00, 1.00, 1.00, 1.00, 1.00, 1.00, 1.00, 1.00, 1.00, 1.00, 1.00, 1.00, 1.00, 1.00, 1.00, 1.00, 1.00, 1.00, 1.00, 1.00, 1.00, 1.00, 1.00, 1.00, 1.00, 1.00, 1.00, 1.00, 1.00, 1.00, 1.00, 1.00, 1.00, 1.00, 1.00, 1.00, 1.00, 1.00, 1.00, 1.00, 1.00, 1.00, 1.00, 1.00, 1.00, 1.00, 1.00, 1.00, 1.00, 1.00, 1.00, 1.00, 1.00, 1.00, 1.00, 1.00, 1.00, 1.00, 1.00, 1.00, 1.00, 1.00, 1.00, 1.00, 1.00, 1.00, 1.00, 1.00, 1.00, 1.00, 1.00, 1.00, 1.00, 1.00, 1.00, 1.00, 1.00, 1.00, 1.00, 1.00, 0.01, 0.01, 0.01, 0.01, 0.01, 0.01, 0.01, 0.01, 0.01, 0.01, 0.01, 0.01, 0.01, 1.00, 0.01, 0.01, 0.01, 0.01, 0.01, 0.01, 0.01, 0.01
UNIT_CANADA_MOUNTIE, 100.00, 100.00, 100.00, 100.00, 100.00, 100.00, 100.00, 5.46, 100.00, 100.00, 100.00, 100.00, 100.00, 100.00, 100.00, 100.00, 100.00, 100.00, 100.00, 100.00, 25.00, 16.66, 12.50, 16.66, 11.11, 11.11, 11.11, 8.65, 8.33, 10.98, 12.50, 100.00, 8.89, 8.65, 7.55, 7.69, 5.46, 6.42, 8.33, 100.00, 7.69, 5.88, 3.05, 2.95, 2.53, 5.46, 2.53, 4.54, 3.57, 100.00, 2.56, 1.69, 1.35, 1.69, 2.15, 1.52, 2.22, 1.97, 1.02, 1.00, 0.69, 0.53, 0.54, 100.00, 0.54, 1.35, 100.00, 0.13, 0.36, 0.54, 0.46, 0.21, 0.32, 0.32, 0.24, 0.16, 0.03, 0.03, 0.05, 82.58, 0.19, 0.79, 0.16, 0.15, 0.11, 0.16, 0.20, 82.58, 0.02, 0.04, 0.13, 0.11, 0.08, 3.88, 0.79, 4.79, 12.50, 1.52, 3.09, 0.88, 7.14, 6.42, 7.55, 8.65, 0.29, 2.56, 1.35, 0.90, 1.02, 3.45, 3.05, 1.69, 16.66, 0.51, 100.00, 1.16, 100.00, 6.66, 3.51, 0.88, 0.02, 100.00, 1.00, 2.78, 0.79, 5.26, 1.69, 6.42, 2.22, 8.65, 1.14, 0.59, 0.69, 7.69, 14.28, 100.00, 1.00, 7.14, 2.53, 13.33, 3.75, 3.05, 12.73, 1.69
UNIT_HUNGARY_BLACK_ARMY, 100.00, 100.00, 100.00, 100.00, 100.00, 100.00, 100.00, 2.05, 100.00, 100.00, 100.00, 100.00, 100.00, 100.00, 100.00, 100.00, 100.00, 100.00, 100.00, 100.00, 14.28, 9.34, 7.69, 9.34, 6.66, 4.50, 4.50, 3.05, 5.00, 4.45, 5.23, 100.00, 3.46, 3.05, 2.78, 4.23, 2.05, 2.30, 3.67, 100.00, 4.23, 2.66, 1.07, 1.06, 0.93, 2.05, 0.93, 1.80, 1.40, 100.00, 0.92, 0.63, 0.48, 0.63, 0.76, 0.55, 0.82, 0.73, 0.38, 0.36, 0.24, 0.20, 0.19, 100.00, 0.19, 0.48, 100.00, 0.05, 0.13, 0.20, 0.17, 0.07, 0.11, 0.11, 0.10, 0.07, 0.02, 0.02, 0.03, 82.58, 0.07, 0.28, 0.07, 0.07, 0.04, 0.07, 0.07, 82.58, 0.01, 0.02, 0.06, 0.06, 0.05, 1.35, 0.28, 1.73, 5.23, 0.55, 1.16, 0.31, 4.35, 2.30, 2.78, 3.05, 0.11, 0.92, 0.48, 0.33, 0.38, 1.21, 1.07, 0.63, 9.34, 0.20, 100.00, 0.42, 100.00, 3.88, 1.26, 0.31, 0.01, 100.00, 0.36, 1.00, 0.28, 3.00, 0.63, 2.30, 0.82, 3.05, 0.43, 0.21, 0.24, 4.76, 6.42, 100.00, 0.36, 4.16, 0.93, 6.50, 1.37, 1.07, 5.93, 0.63
UNIT_HUNGARY_HUSZAR, 100.00, 100.00, 100.00, 100.00, 100.00, 100.00, 100.00, 7.27, 100.00, 100.00, 100.00, 100.00, 100.00, 100.00, 100.00, 100.00, 100.00, 100.00, 100.00, 100.00, 33.33, 20.00, 14.29, 20.00, 14.29, 12.50, 12.50, 10.85, 10.00, 13.22, 14.28, 100.00, 10.98, 10.85, 9.34, 9.09, 7.27, 8.65, 9.09, 100.00, 9.09, 6.66, 3.88, 3.80, 3.17, 7.27, 3.17, 5.26, 4.00, 100.00, 3.24, 2.20, 1.69, 2.20, 2.75, 1.94, 2.86, 2.58, 1.28, 1.26, 0.88, 0.67, 0.69, 100.00, 0.69, 1.69, 100.00, 0.17, 0.45, 0.68, 0.59, 0.28, 0.40, 0.40, 0.30, 0.21, 0.04, 0.04, 0.07, 82.58, 0.24, 1.00, 0.21, 0.19, 0.14, 0.21, 0.25, 82.58, 0.02, 0.04, 0.16, 0.14, 0.09, 4.73, 1.00, 6.08, 14.28, 1.94, 4.00, 1.07, 7.69, 8.65, 9.34, 10.85, 0.36, 3.24, 1.69, 1.14, 1.28, 4.23, 3.88, 2.20, 20.00, 0.65, 100.00, 1.48, 100.00, 7.69, 4.50, 1.07, 0.02, 100.00, 1.26, 3.51, 1.00, 6.25, 2.20, 8.65, 2.86, 10.85, 1.44, 0.72, 0.88, 9.09, 16.66, 100.00, 1.26, 8.33, 3.17, 15.38, 4.86, 3.88, 14.28, 2.20
UNIT_INCA_WARAKAQ, 100.00, 100.00, 100.00, 100.00, 100.00, 100.00, 100.00, 0.66, 100.00, 100.00, 100.00, 100.00, 100.00, 100.00, 100.00, 100.00, 100.00, 100.00, 100.00, 100.00, 7.07, 3.20, 4.00, 3.20, 3.89, 1.45, 0.97, 0.66, 2.22, 2.19, 1.71, 100.00, 1.71, 0.98, 0.91, 1.84, 0.66, 0.77, 1.93, 100.00, 0.95, 1.00, 0.35, 0.39, 0.30, 0.66, 0.30, 0.66, 0.45, 100.00, 0.45, 0.25, 0.22, 0.17, 0.41, 0.13, 0.15, 0.15, 0.20, 0.19, 0.15, 0.17, 0.13, 100.00, 0.09, 0.25, 100.00, 0.05, 0.11, 0.14, 0.06, 0.05, 0.06, 0.06, 0.11, 0.07, 0.03, 0.03, 0.04, 130.61, 0.09, 0.11, 0.05, 0.07, 0.03, 0.07, 0.08, 130.61, 0.02, 0.03, 0.04, 0.07, 0.05, 0.45, 0.16, 0.88, 1.71, 0.13, 0.60, 0.17, 1.68, 0.77, 0.91, 0.98, 0.11, 0.45, 0.25, 0.20, 0.10, 0.45, 0.35, 0.25, 3.20, 0.14, 100.00, 0.25, 100.00, 1.50, 0.42, 0.17, 0.02, 100.00, 0.19, 0.33, 0.16, 1.00, 0.25, 0.77, 0.15, 0.66, 0.20, 0.17, 0.15, 1.95, 2.19, 100.00, 0.19, 0.93, 0.30, 3.20, 0.54, 0.35, 4.00, 0.17
